,Unnamed: 0,TwittID,TextData,TweetCreatedAt,RetweetCount,TweetFavouriteCount,TweetSource,UserID,UserScreenName,UserName,UserCreatedAt,UserDescription,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,HttpCount,HashtagCount,MentionCount,TweetCount
750,750,1120298573952770048,@reena_rst08 Yes I like fuck you,2019-04-22 12:09:28,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
751,751,1120298157227696129,@sangitadatt Oh my God so hot pic tumhara sath sex karna chahta me,2019-04-22 12:07:49,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
752,752,1120298064781037568,@sangitadatt Main tumhara hoga chacha chahta Hoon Tum pasand karte Ho,2019-04-22 12:07:27,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
753,753,1120297930185777152,@sangitadatt Kya hot pic hai yaar,2019-04-22 12:06:55,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
754,754,1120297866537259008,@sangitadatt Hi kaise ho aap aap bahut accha pk bathroom par liya hai mai tumhara sath sex karna chahta Hoon Tum ka… https://t.co/DPJXH76WQq,2019-04-22 12:06:40,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",1,0,1,898
755,755,1120296499445784577,@hamidaakter291 Tumhara hoga main chat sakta Hoon https://t.co/eIQwr27bdl,2019-04-22 12:01:14,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",1,0,1,898
756,756,1120296295086690304,@hamidaakter291 E pic aapke liye hai... Abhi thoda chota hai Jab aapka socho mujhe padega na tab para hoyega https://t.co/We9oFd76CM,2019-04-22 12:00:25,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",1,0,1,898
757,757,1120296288950427648,@hamidaakter291 Mera dimag abhi thik nahin hai tumhara picture Jab dekhta hoon mera dimag ban jata hai,2019-04-22 12:00:24,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
758,758,1120295758488432640,@hamidaakter291 Tumko act Mera pic sim card Ho dekho kaisa lagta hai,2019-04-22 11:58:17,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
759,759,1120295616037281793,@hamidaakter291 Tumhara achha doodh deta hai na mera dimag ban jata hai,2019-04-22 11:57:43,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
760,760,1120295521283760129,@hamidaakter291 Mai tumhara sath bathroom par sex karega Tum Mera rang de jagah,2019-04-22 11:57:21,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
761,761,1120295428979744768,@hamidaakter291 Aapka kya figure hai Mera Salam hai na abhi Hara Ho Gaya Tum mere sath sex karoge,2019-04-22 11:56:59,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
762,762,1120295321630691329,@hamidaakter291 Aap ka doodh Mera mulk par Lena chahta Hoon,2019-04-22 11:56:33,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
763,763,1120295224180273157,@hamidaakter291 Bahut khubsurat hai tumhara WhatsApp number mere inbox par send karega aap ke sath sex karna chahta… https://t.co/LysHj9aVBQ,2019-04-22 11:56:10,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",1,0,1,898
764,764,1120294920743350272,@hamidaakter291 Kya Sundar hai aap ka doodh main aapke sath sex karna chahta Hoon aap nahin sakta sex karega,2019-04-22 11:54:57,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
765,765,1120294791684603904,@HhhSurbhibansal @hamidaakter291 Hi baby how are you to you and sex me send me your WhatsApp number my inbox,2019-04-22 11:54:27,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,2,898
766,766,1120294636038213632,@hamidaakter291 Nice pic you have sex me send me my inbox you WhatsApp number,2019-04-22 11:53:49,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
767,767,1120294325173141504,@Ahmad26073451 Main aapka bahut chahta Hoon aapko,2019-04-22 11:52:35,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
768,768,1120294239642865665,@Ahmad26073451 Kaise ho tum mere sath sex karne pasand karoge,2019-04-22 11:52:15,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
769,769,1120293925007192064,@Gulffff1 Main aap ke saath love karna chahta Hoon,2019-04-22 11:51:00,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
770,770,1120293857302700032,@ayeshazjk2 Bahut khub surat hai aap,2019-04-22 11:50:44,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
771,771,1120293754785501184,@hinaina55 Main aapke sath sex karna chahta Hoon aap ka WhatsApp number mere inbox pareshan karega,2019-04-22 11:50:19,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
772,772,1120293449905786881,@Gulffff1 Bahut achha pic  hai aapka.. tum mere sath sex karna chahte tumhara WhatsApp number mere ko inbox par send karo,2019-04-22 11:49:07,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
773,773,1120292552890916864,@faizakomal4 @Gulffff1 Bahut khub surat Ho Tum tumhara sath sex karna chahte hain hum tumhara WhatsApp number mere ko bhej inbox pay,2019-04-22 11:45:33,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,2,898
774,774,1120292157154193408,@ayeshazjk2 @Gulffff1 Tumhara WhatsApp number mere ko bhi jagah,2019-04-22 11:43:58,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,2,898
775,775,1120292026283544576,@Gulffff1 💋,2019-04-22 11:43:27,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
776,776,1120291815842705408,@LahoreZeba Bahut khoob surat ho app....❣️💓❣️,2019-04-22 11:42:37,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
777,777,1120291466595590144,@Ayeshab78984419 Nice ❣️🧒👨,2019-04-22 11:41:14,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
778,778,1120291457628135424,@Ayeshab78984419 Nice pic 😎,2019-04-22 11:41:12,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
779,779,1120290593857368066,@LahoreZeba 💓💓💋💋💋💓💓,2019-04-22 11:37:46,0,0,Twitter for Android,1103293122535055360,MarcoKelvin2,💓I'm sex boy👨 contact me only sexy girls💓👧,2019-03-06 13:55:53,I'm sexboy👨only for girls🤫hi all sexy girls👧I love it most Sexy women Sand message my inobox❣️for really sex free❤️👉my Kik I'd👉skh10211👈On girls❣️,146,202,2945,"Narayanganj, Bangladesh",0,0,1,898
780,780,1120293953692209152,RT @WaqarVick: People underestimate how devastating a stint in jail can be even when charges are dropped. This mother spent a week in jail…,2019-04-22 11:51:07,1269,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
781,781,1120293449935273991,RT @RegistryReport: His photo &amp; address are listed on the Illinois sex offender registry website. But because he was not convicted of a sex…,2019-04-22 11:49:07,7,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
782,782,1119777794706243585,"RT @G_Padraic: Hot take: If you’re committed to ending mass incarceration, and you aren’t committed to ending sex offense and other public…",2019-04-21 01:40:05,101,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
783,783,1119670728817876993,"RT @G_Padraic: I’m gettin real tired of people talking forcefully about why redemption matters, about why we need to help ensure people hav…",2019-04-20 18:34:38,64,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
784,784,1119669784818352129,RT @RegistryReport: Just a friendly reminder that when you place unrealistic residency restrictions on people who are on a sex offense regi…,2019-04-20 18:30:53,14,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
785,785,1119068183967797248,"RT @philawsostef: I almost didn't post this because it's too ""survivor-y"" and I often feel like I should either shed my survivor status or…",2019-04-19 02:40:20,6,0,Twitter Web Client,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
786,786,1119062065208016897,Michigan Trooper Convicted for Tasing and Killing 15-year-old Riding ATV https://t.co/xwovplceOY,2019-04-19 02:16:02,0,1,Twitter Web Client,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",1,0,0,1955
787,787,1118913326891905025,@G_Padraic Thank you for retweeting this.,2019-04-18 16:25:00,0,1,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
788,788,1118913175842381831,RT @G_Padraic: I already RTd this but I’m tweeting it again because it’s just such an excellent piece that forcefully articulates the philo…,2019-04-18 16:24:24,18,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
789,789,1118911405430857729,"RT @G_Padraic: For a country so steeped in pro-life sentiment and Christian theology, we sure seem to do a good job avoiding with wrestling…",2019-04-18 16:17:22,4,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
790,790,1118910932497858562,"RT @amberspeaksup: Think public registries don’t matter? Then you agree that it’s ok for the gov’t to restrict a person’s life, liberty &amp; p…",2019-04-18 16:15:29,14,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
791,791,1118910346213908480,"RT @RegistryReport: Once again, the #newsmedia betrays its deeply sexist double standards.  

Woman “has sex” with minors. But for males, i…",2019-04-18 16:13:09,21,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,1,1,1955
792,792,1118880898760491008,"RT @SCPioneer: In some states, sexting could land teens in jail for a long time https://t.co/evPDUllGJ1 Why aren't there more public servic…",2019-04-18 14:16:08,8,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",1,0,1,1955
793,793,1118552837083074560,RT @G_Padraic: Interesting the many ways in which even living with someone on the registry can impact your life https://t.co/0lSuGG42Vs,2019-04-17 16:32:32,5,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",1,0,1,1955
794,794,1118552297838194691,RT @G_Padraic: Good morning and a reminder that mass incarceration is our generation's Vietnam and we're not getting out of it so long as o…,2019-04-17 16:30:24,17,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
795,795,1118552111514517504,"RT @AlexSpeakz: On April 10th, The Florida House of Representatives amended House Bill 987: Public Lodging Establishments, to require Perso…",2019-04-17 16:29:39,2,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
796,796,1118551624501420033,RT @ShawnaBaldwin19: So I’d like everyone’s thoughts on this.... I’m going to start a YouTube channel to use my voice in a bigger way. I wo…,2019-04-17 16:27:43,7,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
797,797,1118349583313190913,Police across America take Feeling Cute Challenge to New Dangerous Level https://t.co/7YxvqfaP5n via @wordpressdotcom,2019-04-17 03:04:53,0,1,Twitter Web Client,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",1,0,1,1955
798,798,1118230884329697287,"RT @mwmtalent: To those people adamantly defending MichaelJackson, accept this challenge: Equally defend every person who has ever been acc…",2019-04-16 19:13:13,10,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
799,799,1118190073906978816,RT @tlglawson70: My crime is public information what is so damn hard for people to understand? Go read my entire case file I'm sure you wil…,2019-04-16 16:31:03,6,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
800,800,1117830412640890880,"RT @ScottGreenfield: Can you be arrested in D.C. for standing outside your front door?

DC Cir.: You betcha. If a cop says move along, you…",2019-04-15 16:41:53,61,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
801,801,1117829901934047232,"RT @mwmtalent: Well over 900,000 sex offenders in the US with around 95% working hard to redeem ourselves. What do you prefer, helping thos…",2019-04-15 16:39:51,11,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
802,802,1117829478410084352,"RT @G_Padraic: I propose a registry for politicians who exploit social harms to win easy votes. They're dangerous, they show no remorse, th…",2019-04-15 16:38:10,15,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
803,803,1117828206088851457,"RT @RegistryReport: @Mykstweet It's something I think about a lot... the fact that the court only sees what it wants to see, refuses to all…",2019-04-15 16:33:07,1,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,2,1955
804,804,1117625327138811906,RT @DwayneDaughtry: NC House Bill 596 Doesnt Protect Children. It Injects Fear. https://t.co/BIiSXSxilN,2019-04-15 03:06:57,3,0,Twitter Web Client,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",1,0,1,1955
805,805,1117622805330300930,RT @endtheregistry: 2/Needs permission from Parole Officer for out of state travel.  New boss needs answer about out of state travel by mid…,2019-04-15 02:56:55,2,0,Twitter Web Client,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
806,806,1117286704933691392,"RT @oncefallenbook: So FloriDUH dropped the ""Failure to take a breathalyzer test"" against Ronald Lee Book due to a ""lack of evidence."" Just…",2019-04-14 04:41:23,4,0,Twitter Web Client,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
807,807,1117213938314350592,RT @DwayneDaughtry: Proof sex registry doesn't work? Police ask for help locating non-compliant sex offender. https://t.co/185AGsO9aQ,2019-04-13 23:52:14,1,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",1,0,1,1955
808,808,1117213899919699968,"@DwayneDaughtry No compliant? And he hasn't committed another sex crime? Can't be, that just can not happen!! 🙄",2019-04-13 23:52:05,0,1,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
809,809,1117212029243265024,RT @davidminpdx: Someone said to me today that South Carolina’s prisons have been on lockdown for more than a year. (I find that hard to be…,2019-04-13 23:44:39,11,0,Twitter for Android,932297136649187328,Candice_Arlyne,Candice A Coleman,2017-11-19 17:18:53,,0,67,85,"Missouri, USA",0,0,1,1955
810,810,1120298283329572865,RT @joliecoeur06: @GreatAssBigTits @alman36ra @MigirlzM1 @exposedx @sexylouis123 @Honey_B69 @SexyCamChatNL @GreatAssBigTits @CULONAS_PERU @…,2019-04-22 12:08:19,3,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,0,0,11,226312
811,811,1120298264757264385,RT @joliecoeur06: @MMM100_kemaco @Gatita_krystal1 @Heim_Bar @yenisahip @xBlueMagicx @smokin_hotbabes @Thekedarni007 @TheWaringWomen @Real_G…,2019-04-22 12:08:15,5,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,0,0,10,226312
812,812,1120298246793039872,RT @joliecoeur06: https://t.co/QZqJYSM03e,2019-04-22 12:08:10,4,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,0,1,226312
813,813,1120298224307322880,RT @joliecoeur06: @aka_teemoney38 @AllKindsOfWomen @AdultBrazil @AdminLK @AgencyWebcam @HardcoreStars1 @Boogie_1969 @JuggsNL @QueenKarma69…,2019-04-22 12:08:05,3,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,0,0,10,226312
814,814,1120297674991906817,RT @BestCamVids: Beautiful 😍 https://t.co/QGRDU68dF5,2019-04-22 12:05:54,160,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,0,1,226312
815,815,1120297667664412674,RT @BestCamVids: 😍😍 https://t.co/txBh4EmOg0,2019-04-22 12:05:52,363,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,0,1,226312
816,816,1120297660139941888,RT @BestCamVids: Such a turn on 😍 https://t.co/P5MfV1bUiR,2019-04-22 12:05:50,231,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,0,1,226312
817,817,1120297650430066688,RT @BestCamVids: Shower fun 😍🚿 https://t.co/qhPdDdDgbH,2019-04-22 12:05:48,140,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,0,1,226312
818,818,1120297643509460992,RT @BestCamVids: Double trouble 😍 https://t.co/bNKAgv4rqj,2019-04-22 12:05:46,224,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,0,1,226312
819,819,1120297590749372416,"RT @HOTTEST_PUNDEY: OMG 🤤

How to get a 🆓✨#Chaturbate Account in 2 Seconds!

⭐⭐Enter &amp; SIGN UP⭐⭐
↪️ https://t.co/nuzf40lHrI     

100% #Fre…",2019-04-22 12:05:34,3,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,1,1,226312
820,820,1120297583526674433,"RT @HOTTEST_PUNDEY: OMG 🤤

How to get a 🆓✨#Chaturbate Account in 2 Seconds!

⭐⭐Enter &amp; SIGN UP⭐⭐
↪️ https://t.co/nuzf40lHrI     

100% #Fre…",2019-04-22 12:05:32,5,0,Twitter for Android,756368198,69sexxxo,🅰️lejandro,2012-08-14 03:22:02,,0,200854,61,Adult only 🔞 ♨️CamPromo♨️,1,1,1,226312
